text_input,language,sentiment_score,target_genre
I am feeling defeated still I want unstoppable music,en,0.796,Pop
Me siento enojado pero quiero música increíble,es,0.931,Reggaeton
Me siento solo aunque quiero música feliz,es,0.848,Reggaeton
I am feeling weary however I want radiant music,en,0.927,EDM
muy entusiasmado,es,0.957,Reggaeton
Mood: radiante,es,0.8,Reggaeton
muy deprimido,es,0.15,Latin Rock
Mood: anand,hi,0.8,Bollywood Dance
Me siento enojado pero quiero música radiante,es,0.922,Salsa
really ecstatic,en,0.956,Techno
bahut utsahit,hi,0.973,Bhangra
Me siento frustrado sin embargo quiero música emocionado,es,0.9,Reggaeton
Mood: emocionado,es,0.8,Salsa
I am feeling devastated yet I want euphoric music,en,0.919,Techno
muy triste,es,0.125,Flamenco
bahut shandaar,hi,0.908,Bhangra
Me siento dolido aún así quiero música genial,es,0.805,Salsa
muy deprimido,es,0.03,Latin Rock
Mood: gleeful,en,0.8,EDM
Mood: mellow,en,0.5,Funk
I am feeling empty yet I want gleeful music,en,0.755,Funk
Mood: composed,en,0.5,Funk
Mood: feliz,es,0.8,Reggaeton
bahut shandaar,hi,0.858,Bhangra
Mood: increíble,es,0.8,Salsa
muy deprimido,es,0.023,Latin Rock
Me siento dolido aún así quiero música feliz,es,0.884,Salsa
bahut zindadil,hi,0.893,Bhangra
Mood: deprimido,es,0.2,Flamenco
really miserable,en,0.1,Emo
bahut khush,hi,0.892,Bhangra
Main dukhy hoon lekin mujhe kamal gaane sunne hain,hi,0.94,Bollywood Dance
really ecstatic,en,0.887,Techno
Me siento frustrado aún así quiero música increíble,es,0.848,Reggaeton
bahut dukhy,hi,0.025,Bollywood Sad
Main pareshan hoon lekin mujhe khushi gaane sunne hain,hi,0.841,Bhangra
Me siento triste pero quiero música feliz,es,0.89,Reggaeton
Main dukh hoon phir bhi mujhe zindadil gaane sunne hain,hi,0.939,Bhangra
muy dolido,es,0.048,Latin Rock
Me siento dolido sin embargo quiero música emocionado,es,0.781,Merengue
I am feeling empty but I want euphoric music,en,0.807,EDM
bahut kamal,hi,0.962,Bhangra
I am feeling devastated however I want blessed music,en,0.835,EDM
really blessed,en,0.901,Techno
Mood: increíble,es,0.8,Reggaeton
bahut zindadil,hi,0.851,Bhangra
Mood: devastated,en,0.2,Grunge
really euphoric,en,0.897,EDM
Mood: alegre,es,0.8,Reggaeton
Mood: emocionado,es,0.8,Salsa
bahut kamal,hi,0.869,Bhangra
I am feeling empty still I want radiant music,en,0.76,Funk
Mood: entusiasmado,es,0.8,Salsa
really radiant,en,0.994,EDM
Mood: radiante,es,0.8,Reggaeton
I am feeling gloomy still I want euphoric music,en,0.764,Funk
Mood: utsahit,hi,0.8,Bollywood Dance
I am feeling empty however I want hyped music,en,0.774,Pop
Mood: agotado,es,0.2,Flamenco
muy deprimido,es,0.053,Latin Rock
bahut anand,hi,0.919,Bhangra
I am feeling shattered however I want hyped music,en,0.912,EDM
Mood: zindadil,hi,0.8,Bollywood Dance
Main bechain hoon phir bhi mujhe anand gaane sunne hain,hi,0.923,Bollywood Dance
Mood: devastated,en,0.2,Grunge
Main nirash hoon phir bhi mujhe utsahit gaane sunne hain,hi,0.865,Bollywood Dance
Mood: radiante,es,0.8,Salsa
bahut mast,hi,0.987,Bhangra
Mood: saamanay,hi,0.5,Indie-Pop
Me siento harto aún así quiero música increíble,es,0.8,Latin Pop
Mood: increíble,es,0.8,Salsa
Mood: dolido,es,0.2,Flamenco
I am feeling shattered however I want gleeful music,en,0.89,Techno
Mood: zindadil,hi,0.8,Bhangra
Me siento enojado sin embargo quiero música radiante,es,0.777,Latin Pop
I am feeling gloomy but I want hyped music,en,0.872,Techno
Mood: deprimido,es,0.2,Flamenco
Main bechain hoon phir bhi mujhe shandaar gaane sunne hain,hi,0.773,Indie-Pop
Me siento deprimido pero quiero música emocionado,es,0.907,Salsa
muy emocionado,es,0.866,Salsa
I am feeling empty yet I want gleeful music,en,0.87,EDM
Mood: deprimido,es,0.2,Flamenco
Mood: blessed,en,0.8,Techno
muy deprimido,es,0.046,Latin Rock
I am feeling heartbroken yet I want unstoppable music,en,0.809,EDM
Me siento enojado aunque quiero música genial,es,0.816,Salsa
Mood: fine,en,0.5,Pop
Mood: genial,es,0.8,Salsa
muy harto,es,0.069,Latin Rock
Main dukh hoon magar mujhe utsahit gaane sunne hain,hi,0.816,Bollywood Dance
Mood: khush,hi,0.8,Bollywood Dance
bahut tanha,hi,0.094,Bollywood Sad
Me siento enojado sin embargo quiero música alegre,es,0.847,Salsa
bahut anand,hi,0.885,Bhangra
muy solo,es,0.07,Flamenco
I am feeling miserable but I want blessed music,en,0.899,Techno
really unstoppable,en,0.885,EDM
I am feeling weary still I want hyped music,en,0.817,Techno
muy dolido,es,0.096,Flamenco
Mood: deprimido,es,0.2,Flamenco
I am feeling heartbroken still I want ecstatic music,en,0.881,Techno
bahut udaas,hi,0.073,Old Classics
really gloomy,en,0.073,Grunge
I am feeling defeated still I want gleeful music,en,0.827,Techno
Me siento enojado aunque quiero música radiante,es,0.889,Salsa
Main bechain hoon phir bhi mujhe khush gaane sunne hain,hi,0.754,Sufi
Mood: empty,en,0.2,Emo
I am feeling weary however I want vibrant music,en,0.935,EDM
Mood: tanha,hi,0.2,Old Classics
I am feeling miserable still I want hyped music,en,0.766,Funk
Me siento deprimido aunque quiero música genial,es,0.811,Reggaeton
Mood: nirash,hi,0.2,Bollywood Sad
muy dolido,es,0.129,Latin Rock
Mood: radiante,es,0.8,Reggaeton
Mood: alegre,es,0.8,Salsa
Mood: dolido,es,0.2,Flamenco
I am feeling shattered but I want euphoric music,en,0.913,EDM
Mood: shandaar,hi,0.8,Bollywood Dance
Main thaka hoon magar mujhe mast gaane sunne hain,hi,0.75,Sufi
Me siento agotado pero quiero música entusiasmado,es,0.904,Salsa
Mood: khamosh,hi,0.5,Sufi
bahut mast,hi,0.907,Bhangra
Me siento harto aunque quiero música entusiasmado,es,0.814,Reggaeton
Main tanha hoon par mujhe mast gaane sunne hain,hi,0.793,Indie-Pop
Mood: shattered,en,0.2,Grunge
bahut dukhy,hi,0.114,Old Classics
Mood: dukhy,hi,0.2,Bollywood Sad
really vibrant,en,0.913,EDM
Mood: blessed,en,0.8,Techno
really hyped,en,0.86,EDM
Me siento deprimido pero quiero música increíble,es,0.835,Salsa
Me siento triste pero quiero música genial,es,0.917,Salsa
Mood: shandaar,hi,0.8,Bollywood Dance
Mood: ordinary,en,0.5,Pop
Main pareshan hoon lekin mujhe shandaar gaane sunne hain,hi,0.786,Indie-Pop
really defeated,en,0.134,Emo
Mood: radiante,es,0.8,Reggaeton
Main tanha hoon lekin mujhe khush gaane sunne hain,hi,0.904,Bollywood Dance
muy radiante,es,0.953,Reggaeton
muy feliz,es,0.993,Reggaeton
I am feeling devastated however I want euphoric music,en,0.853,Techno
Mood: genial,es,0.8,Salsa
bahut udaas,hi,0.061,Old Classics
Mood: heartbroken,en,0.2,Emo
Mood: triste,es,0.2,Flamenco
Mood: normal,es,0.5,Latin Pop
Main dukh hoon par mujhe khush gaane sunne hain,hi,0.819,Bhangra
Mood: pareshan,hi,0.2,Old Classics
I am feeling devastated however I want gleeful music,en,0.789,Pop
bahut dukh,hi,0.107,Old Classics
Me siento triste sin embargo quiero música radiante,es,0.796,Latin Pop
really blessed,en,0.913,EDM
Main pareshan hoon phir bhi mujhe shandaar gaane sunne hain,hi,0.872,Bollywood Dance
Main thaka hoon par mujhe zindadil gaane sunne hain,hi,0.931,Bollywood Dance
Main bechain hoon magar mujhe mast gaane sunne hain,hi,0.886,Bhangra
really shattered,en,0.051,Emo
muy frustrado,es,0.001,Flamenco
really heartbroken,en,0.129,Emo
Mood: tanha,hi,0.2,Bollywood Sad
I am feeling defeated yet I want ecstatic music,en,0.816,Techno
Mood: frustrado,es,0.2,Flamenco
Me siento solo aunque quiero música genial,es,0.788,Latin Pop
Mood: alegre,es,0.8,Salsa
Me siento triste sin embargo quiero música entusiasmado,es,0.896,Reggaeton
bahut thaka,hi,0.107,Old Classics
really gleeful,en,0.913,Techno
really miserable,en,0.032,Grunge
bahut zindadil,hi,0.935,Bollywood Dance
Mood: feliz,es,0.8,Reggaeton
bahut dukh,hi,0.028,Bollywood Sad
muy increíble,es,0.869,Reggaeton
Mood: ordinary,en,0.5,Funk
Main bechain hoon par mujhe shandaar gaane sunne hain,hi,0.917,Bollywood Dance
Mood: thik-thak,hi,0.5,Sufi
Mood: tranquilo,es,0.5,Merengue
Main dukh hoon magar mujhe shandaar gaane sunne hain,hi,0.778,Indie-Pop
bahut thaka,hi,0.047,Old Classics
bahut shandaar,hi,0.885,Bollywood Dance
Mood: ordinary,en,0.5,Pop
Mood: stable,en,0.5,Funk
bahut thaka,hi,0.097,Old Classics
Mood: stable,en,0.5,Pop
Mood: tranquilo,es,0.5,Merengue
Mood: ordinary,en,0.5,Pop
muy genial,es,0.961,Reggaeton
really weary,en,0.02,Emo
bahut khush,hi,0.91,Bhangra
bahut utsahit,hi,0.932,Bollywood Dance
Mood: euphoric,en,0.8,EDM
really hyped,en,0.895,Techno
Mood: composed,en,0.5,Pop
muy deprimido,es,0.087,Flamenco
muy deprimido,es,0.129,Flamenco
bahut nirash,hi,0.048,Bollywood Sad
Mood: dukhy,hi,0.2,Old Classics
Mood: alegre,es,0.8,Reggaeton
Mood: hyped,en,0.8,EDM
bahut bechain,hi,0.037,Old Classics
Mood: vibrant,en,0.8,Techno
Main tanha hoon lekin mujhe khushi gaane sunne hain,hi,0.858,Bollywood Dance
Mood: blessed,en,0.8,EDM
muy enojado,es,0.104,Latin Rock
really devastated,en,0.027,Emo
Mood: normal,es,0.5,Merengue
Mood: calmado,es,0.5,Latin Pop
bahut kamal,hi,0.891,Bhangra
Mood: khamosh,hi,0.5,Indie-Pop
bahut tanha,hi,0.145,Bollywood Sad
I am feeling heartbroken still I want unstoppable music,en,0.849,Techno
Me siento frustrado aún así quiero música genial,es,0.914,Salsa
muy feliz,es,0.884,Salsa
Mood: gleeful,en,0.8,EDM
Main udaas hoon lekin mujhe khushi gaane sunne hain,hi,0.916,Bollywood Dance
Me siento solo aunque quiero música radiante,es,0.862,Reggaeton
I am feeling empty yet I want blessed music,en,0.862,Techno
Mood: khush,hi,0.8,Bhangra
bahut udaas,hi,0.059,Bollywood Sad
I am feeling empty but I want hyped music,en,0.799,Funk
muy frustrado,es,0.042,Flamenco
Mood: frustrado,es,0.2,Latin Rock
Mood: fine,en,0.5,Pop
Mood: deprimido,es,0.2,Flamenco
Mood: bechain,hi,0.2,Old Classics
Me siento harto aunque quiero música increíble,es,0.877,Salsa
Me siento deprimido aún así quiero música alegre,es,0.881,Salsa
really defeated,en,0.019,Emo
I am feeling defeated however I want vibrant music,en,0.872,Techno
muy genial,es,0.921,Salsa
Main udaas hoon phir bhi mujhe kamal gaane sunne hain,hi,0.752,Indie-Pop
Mood: frustrado,es,0.2,Flamenco
Mood: bechain,hi,0.2,Bollywood Sad
bahut tanha,hi,0.108,Bollywood Sad
really empty,en,0.127,Grunge
Main dukhy hoon phir bhi mujhe kamal gaane sunne hain,hi,0.762,Indie-Pop
muy alegre,es,0.978,Salsa
Me siento agotado aún así quiero música radiante,es,0.752,Merengue
Mood: thik-thak,hi,0.5,Sufi
really euphoric,en,0.955,Techno
muy feliz,es,0.977,Salsa
really shattered,en,0.049,Emo
bahut pareshan,hi,0.057,Bollywood Sad
really radiant,en,0.977,EDM
Mood: harto,es,0.2,Latin Rock
Main dukhy hoon lekin mujhe zindadil gaane sunne hain,hi,0.897,Bhangra
really hyped,en,0.866,Techno
really vibrant,en,0.901,Techno
Main nirash hoon phir bhi mujhe shandaar gaane sunne hain,hi,0.937,Bhangra
I am feeling weary however I want vibrant music,en,0.89,EDM
Mood: emocionado,es,0.8,Salsa
really blessed,en,0.924,Techno
Mood: increíble,es,0.8,Salsa
Mood: solo,es,0.2,Latin Rock
Mood: enojado,es,0.2,Flamenco
Mood: emocionado,es,0.8,Salsa
Mood: weary,en,0.2,Emo
Mood: ecstatic,en,0.8,EDM
I am feeling heartbroken yet I want unstoppable music,en,0.81,Techno
bahut nirash,hi,0.084,Old Classics
Mood: euphoric,en,0.8,EDM
really radiant,en,0.886,Techno
bahut nirash,hi,0.073,Bollywood Sad
bahut tanha,hi,0.082,Old Classics
really blessed,en,0.906,EDM
I am feeling shattered still I want blessed music,en,0.787,Pop
I am feeling gloomy however I want hyped music,en,0.95,Techno
Mood: ecstatic,en,0.8,Techno
Main udaas hoon par mujhe anand gaane sunne hain,hi,0.848,Bhangra
Me siento solo aún así quiero música entusiasmado,es,0.808,Salsa
Mood: udaas,hi,0.2,Bollywood Sad
I am feeling weary however I want gleeful music,en,0.869,Techno
really defeated,en,0.147,Grunge
bahut khush,hi,0.999,Bhangra
Main thaka hoon magar mujhe utsahit gaane sunne hain,hi,0.898,Bhangra
Mood: shattered,en,0.2,Grunge
I am feeling weary however I want blessed music,en,0.778,Pop
Me siento triste pero quiero música radiante,es,0.94,Salsa
Mood: shandaar,hi,0.8,Bhangra
bahut khushi,hi,0.937,Bollywood Dance
bahut bechain,hi,0.06,Old Classics
I am feeling shattered yet I want ecstatic music,en,0.753,Funk
muy frustrado,es,0.071,Flamenco
really empty,en,0.036,Emo
Main tanha hoon lekin mujhe zindadil gaane sunne hain,hi,0.75,Sufi
really unstoppable,en,0.953,Techno
muy emocionado,es,0.972,Salsa
Main thaka hoon magar mujhe anand gaane sunne hain,hi,0.886,Bollywood Dance
muy frustrado,es,0.015,Flamenco
bahut nirash,hi,0.054,Bollywood Sad
muy increíble,es,0.932,Salsa
I am feeling shattered however I want ecstatic music,en,0.759,Pop
Mood: nirash,hi,0.2,Bollywood Sad
bahut anand,hi,0.918,Bhangra
Main dukhy hoon par mujhe khush gaane sunne hain,hi,0.824,Bollywood Dance
really miserable,en,0.073,Grunge
Mood: bechain,hi,0.2,Bollywood Sad
Me siento solo aunque quiero música alegre,es,0.823,Salsa
muy increíble,es,0.921,Salsa
Mood: stable,en,0.5,Pop
Mood: radiante,es,0.8,Salsa
Me siento solo aún así quiero música genial,es,0.795,Latin Pop
Mood: triste,es,0.2,Latin Rock
Mood: solo,es,0.2,Latin Rock
Main nirash hoon magar mujhe mast gaane sunne hain,hi,0.805,Bollywood Dance
bahut shandaar,hi,0.997,Bhangra
bahut bechain,hi,0.029,Bollywood Sad
really heartbroken,en,0.062,Emo
Mood: dukh,hi,0.2,Old Classics
Me siento frustrado aún así quiero música increíble,es,0.872,Salsa
Mood: solo,es,0.2,Flamenco
I am feeling shattered yet I want blessed music,en,0.782,Pop
really blessed,en,0.992,Techno
Me siento solo sin embargo quiero música radiante,es,0.888,Reggaeton
Me siento frustrado pero quiero música animado,es,0.949,Reggaeton
Me siento deprimido aún así quiero música entusiasmado,es,0.891,Salsa
Mood: nirash,hi,0.2,Bollywood Sad
really weary,en,0.057,Emo
Mood: anand,hi,0.8,Bollywood Dance
Mood: anand,hi,0.8,Bollywood Dance
Main dukhy hoon magar mujhe anand gaane sunne hain,hi,0.883,Bhangra
I am feeling weary however I want euphoric music,en,0.933,Techno
Mood: calmado,es,0.5,Merengue
Main pareshan hoon phir bhi mujhe khush gaane sunne hain,hi,0.836,Bollywood Dance
really blessed,en,0.978,EDM
bahut pareshan,hi,0.016,Old Classics
bahut dukhy,hi,0.045,Bollywood Sad
Me siento triste aunque quiero música emocionado,es,0.774,Latin Pop
Main dukh hoon par mujhe khushi gaane sunne hain,hi,0.891,Bhangra
Main pareshan hoon lekin mujhe anand gaane sunne hain,hi,0.779,Sufi
I am feeling gloomy however I want hyped music,en,0.831,Techno
really ecstatic,en,0.921,EDM
Mood: equilibrado,es,0.5,Latin Pop
really ecstatic,en,0.936,Techno
Me siento agotado aún así quiero música genial,es,0.83,Reggaeton
Main nirash hoon lekin mujhe khush gaane sunne hain,hi,0.934,Bollywood Dance
muy enojado,es,0.123,Latin Rock
really heartbroken,en,0.048,Grunge
really unstoppable,en,0.976,Techno
bahut dukh,hi,0.046,Old Classics
muy agotado,es,0.083,Flamenco
really gleeful,en,0.89,EDM
Mood: khushi,hi,0.8,Bhangra
I am feeling shattered but I want radiant music,en,0.843,Techno
Mood: thik-thak,hi,0.5,Indie-Pop
really radiant,en,0.962,EDM
Me siento deprimido aún así quiero música alegre,es,0.795,Latin Pop
really empty,en,0.132,Emo
I am feeling miserable but I want gleeful music,en,0.795,Funk
I am feeling empty still I want euphoric music,en,0.934,Techno
Me siento frustrado aunque quiero música emocionado,es,0.851,Reggaeton
really heartbroken,en,0.044,Grunge
Mood: bien,es,0.5,Latin Pop
bahut anand,hi,0.899,Bollywood Dance
really euphoric,en,0.864,EDM
Me siento enojado aunque quiero música feliz,es,0.874,Salsa
bahut shandaar,hi,0.999,Bollywood Dance
Mood: chilled,en,0.5,Pop
really devastated,en,0.104,Emo
Me siento enojado aunque quiero música radiante,es,0.872,Reggaeton
Me siento dolido aunque quiero música animado,es,0.822,Reggaeton
muy radiante,es,0.88,Salsa
really weary,en,0.126,Grunge
muy agotado,es,0.132,Flamenco
really heartbroken,en,0.015,Emo
Main pareshan hoon lekin mujhe mast gaane sunne hain,hi,0.906,Bollywood Dance
Mood: pareshan,hi,0.2,Old Classics
Me siento deprimido pero quiero música increíble,es,0.898,Reggaeton
Main udaas hoon par mujhe kamal gaane sunne hain,hi,0.757,Sufi
muy alegre,es,0.853,Reggaeton
really shattered,en,0.058,Grunge
really blessed,en,0.907,EDM
really euphoric,en,0.857,Techno
Mood: khamosh,hi,0.5,Sufi
Mood: triste,es,0.2,Latin Rock
Me siento harto sin embargo quiero música alegre,es,0.845,Reggaeton
Me siento dolido sin embargo quiero música emocionado,es,0.829,Salsa
Mood: bechain,hi,0.2,Old Classics
muy agotado,es,0.014,Flamenco
Mood: animado,es,0.8,Salsa
Main dukh hoon lekin mujhe shandaar gaane sunne hain,hi,0.786,Indie-Pop
muy agotado,es,0.116,Latin Rock
Main dukhy hoon lekin mujhe mast gaane sunne hain,hi,0.826,Bhangra
muy deprimido,es,0.013,Flamenco
Main tanha hoon magar mujhe khush gaane sunne hain,hi,0.856,Bollywood Dance
bahut nirash,hi,0.04,Old Classics
bahut tanha,hi,0.034,Bollywood Sad
Me siento harto aún así quiero música alegre,es,0.845,Reggaeton
Me siento dolido sin embargo quiero música radiante,es,0.938,Reggaeton
Mood: radiante,es,0.8,Reggaeton
Mood: fine,en,0.5,Pop
muy harto,es,0.112,Flamenco
really empty,en,0.055,Emo
really unstoppable,en,0.873,Techno
Mood: thaka,hi,0.2,Bollywood Sad
Main thaka hoon par mujhe utsahit gaane sunne hain,hi,0.885,Bollywood Dance
Mood: hyped,en,0.8,Techno
Mood: miserable,en,0.2,Grunge
Mood: euphoric,en,0.8,EDM
I am feeling miserable yet I want gleeful music,en,0.907,Techno
Me siento triste sin embargo quiero música radiante,es,0.881,Salsa
muy deprimido,es,0.095,Latin Rock
Me siento frustrado pero quiero música radiante,es,0.91,Reggaeton
Mood: euphoric,en,0.8,EDM
I am feeling defeated however I want euphoric music,en,0.751,Pop
bahut dukh,hi,0.081,Bollywood Sad
Main nirash hoon magar mujhe anand gaane sunne hain,hi,0.828,Bollywood Dance
muy emocionado,es,0.881,Salsa
Main pareshan hoon magar mujhe khushi gaane sunne hain,hi,0.764,Sufi
I am feeling heartbroken still I want gleeful music,en,0.836,EDM
Mood: ordinary,en,0.5,Pop
muy entusiasmado,es,0.9,Reggaeton
muy increíble,es,0.864,Reggaeton
really ecstatic,en,0.886,EDM
Mood: frustrado,es,0.2,Flamenco
I am feeling gloomy however I want euphoric music,en,0.779,Pop
bahut khush,hi,0.86,Bhangra
really euphoric,en,0.916,EDM
I am feeling devastated still I want gleeful music,en,0.903,Techno
Mood: khushi,hi,0.8,Bollywood Dance
I am feeling weary but I want euphoric music,en,0.908,EDM
muy frustrado,es,0.06,Latin Rock
Mood: frustrado,es,0.2,Flamenco
bahut thaka,hi,0.052,Old Classics
Mood: chilled,en,0.5,Funk
really gleeful,en,0.878,Techno
bahut kamal,hi,0.996,Bollywood Dance
Mood: miserable,en,0.2,Emo
Main thaka hoon phir bhi mujhe zindadil gaane sunne hain,hi,0.886,Bhangra
Main dukhy hoon phir bhi mujhe zindadil gaane sunne hain,hi,0.807,Bollywood Dance
bahut tanha,hi,0.005,Old Classics
really heartbroken,en,0.065,Emo
Mood: tranquilo,es,0.5,Latin Pop
muy solo,es,0.092,Flamenco
I am feeling shattered still I want radiant music,en,0.789,Pop
really shattered,en,0.078,Grunge
Mood: normal,es,0.5,Latin Pop
Mood: emocionado,es,0.8,Salsa
Mood: khushi,hi,0.8,Bhangra
really unstoppable,en,0.92,EDM
muy frustrado,es,0.133,Latin Rock
Mood: entusiasmado,es,0.8,Reggaeton
Main bechain hoon lekin mujhe khushi gaane sunne hain,hi,0.824,Bollywood Dance
muy increíble,es,0.888,Reggaeton
Mood: radiante,es,0.8,Reggaeton
Me siento agotado aún así quiero música entusiasmado,es,0.795,Latin Pop
I am feeling defeated yet I want ecstatic music,en,0.865,EDM
Main udaas hoon magar mujhe zindadil gaane sunne hain,hi,0.851,Bhangra
really shattered,en,0.091,Emo
Mood: weary,en,0.2,Grunge
really vibrant,en,0.971,Techno
Mood: empty,en,0.2,Emo
I am feeling heartbroken yet I want unstoppable music,en,0.935,EDM
Main dukh hoon par mujhe zindadil gaane sunne hain,hi,0.8,Bhangra
bahut tanha,hi,0.066,Old Classics
Main tanha hoon par mujhe anand gaane sunne hain,hi,0.942,Bhangra
really gleeful,en,0.936,Techno
Mood: normal,es,0.5,Merengue
muy solo,es,0.042,Latin Rock
Mood: theek,hi,0.5,Indie-Pop
bahut utsahit,hi,0.893,Bollywood Dance
Mood: agotado,es,0.2,Flamenco
I am feeling shattered yet I want hyped music,en,0.929,Techno
Mood: miserable,en,0.2,Grunge
Main nirash hoon phir bhi mujhe zindadil gaane sunne hain,hi,0.772,Sufi
bahut thaka,hi,0.123,Old Classics
Me siento agotado aunque quiero música feliz,es,0.835,Salsa
Main udaas hoon phir bhi mujhe anand gaane sunne hain,hi,0.753,Sufi
Me siento triste aún así quiero música increíble,es,0.899,Salsa
really vibrant,en,0.905,Techno
Mood: increíble,es,0.8,Salsa
Main tanha hoon par mujhe zindadil gaane sunne hain,hi,0.857,Bollywood Dance
I am feeling heartbroken but I want vibrant music,en,0.81,Techno
Mood: radiant,en,0.8,EDM
Mood: normal,es,0.5,Merengue
bahut khushi,hi,0.862,Bollywood Dance
Mood: animado,es,0.8,Salsa
Mood: shant,hi,0.5,Indie-Pop
Mood: khushi,hi,0.8,Bollywood Dance
really euphoric,en,0.9,EDM
Mood: bechain,hi,0.2,Bollywood Sad
Mood: genial,es,0.8,Salsa
Mood: harto,es,0.2,Latin Rock
I am feeling heartbroken however I want blessed music,en,0.757,Funk
muy animado,es,0.906,Salsa
bahut utsahit,hi,0.944,Bollywood Dance
bahut mast,hi,0.877,Bhangra
Me siento triste aún así quiero música emocionado,es,0.898,Reggaeton
I am feeling miserable however I want hyped music,en,0.938,EDM
Me siento harto aún así quiero música alegre,es,0.801,Salsa
Main thaka hoon par mujhe khushi gaane sunne hain,hi,0.852,Bollywood Dance
muy genial,es,0.976,Salsa
bahut dukh,hi,0.105,Old Classics
bahut mast,hi,0.857,Bollywood Dance
Mood: zindadil,hi,0.8,Bhangra
Mood: entusiasmado,es,0.8,Reggaeton
Mood: ecstatic,en,0.8,EDM
Mood: theek,hi,0.5,Sufi
Me siento solo sin embargo quiero música increíble,es,0.859,Reggaeton
Mood: solo,es,0.2,Latin Rock
Main nirash hoon lekin mujhe utsahit gaane sunne hain,hi,0.885,Bhangra
Me siento solo sin embargo quiero música radiante,es,0.879,Salsa
Mood: agotado,es,0.2,Latin Rock
Mood: khush,hi,0.8,Bhangra
Main tanha hoon phir bhi mujhe khush gaane sunne hain,hi,0.859,Bhangra
Main thaka hoon par mujhe utsahit gaane sunne hain,hi,0.878,Bollywood Dance
really radiant,en,0.868,EDM
Mood: miserable,en,0.2,Grunge
muy emocionado,es,0.896,Reggaeton
Mood: frustrado,es,0.2,Flamenco
bahut mast,hi,0.997,Bhangra
Me siento deprimido aunque quiero música emocionado,es,0.76,Latin Pop
Me siento triste sin embargo quiero música increíble,es,0.947,Reggaeton
Mood: dukhy,hi,0.2,Old Classics
Mood: chilled,en,0.5,Pop
Mood: triste,es,0.2,Flamenco
bahut dukhy,hi,0.082,Bollywood Sad
bahut khushi,hi,0.852,Bhangra
Mood: defeated,en,0.2,Emo
bahut khushi,hi,0.968,Bollywood Dance
Mood: normal,es,0.5,Latin Pop
Mood: weary,en,0.2,Grunge
Mood: fine,en,0.5,Pop
Me siento harto aún así quiero música radiante,es,0.872,Salsa
really weary,en,0.041,Emo
really euphoric,en,0.899,EDM
bahut pareshan,hi,0.132,Old Classics
Me siento dolido aún así quiero música radiante,es,0.797,Latin Pop
Me siento harto sin embargo quiero música animado,es,0.784,Latin Pop
Mood: miserable,en,0.2,Grunge
bahut tanha,hi,0.119,Old Classics
muy solo,es,0.044,Flamenco
Me siento triste aún así quiero música emocionado,es,0.917,Reggaeton
really empty,en,0.03,Grunge
Me siento solo pero quiero música radiante,es,0.847,Salsa
Me siento frustrado sin embargo quiero música emocionado,es,0.839,Salsa
Me siento enojado pero quiero música animado,es,0.864,Salsa
I am feeling defeated but I want vibrant music,en,0.782,Pop
Mood: entusiasmado,es,0.8,Reggaeton
Me siento harto aunque quiero música animado,es,0.902,Salsa
Me siento agotado sin embargo quiero música entusiasmado,es,0.829,Salsa
Mood: shandaar,hi,0.8,Bollywood Dance
I am feeling gloomy yet I want radiant music,en,0.923,EDM
Mood: khamosh,hi,0.5,Sufi
bahut udaas,hi,0.088,Old Classics
Mood: kamal,hi,0.8,Bhangra
Mood: gleeful,en,0.8,Techno
really hyped,en,0.902,Techno
Main pareshan hoon lekin mujhe kamal gaane sunne hain,hi,0.852,Bollywood Dance
Mood: ecstatic,en,0.8,EDM
Main nirash hoon magar mujhe shandaar gaane sunne hain,hi,0.885,Bollywood Dance
Mood: udaas,hi,0.2,Old Classics
Mood: animado,es,0.8,Salsa
bahut nirash,hi,0.011,Bollywood Sad
Mood: theek,hi,0.5,Sufi
muy enojado,es,0.065,Latin Rock
muy increíble,es,0.896,Reggaeton
Mood: khush,hi,0.8,Bhangra
Mood: dolido,es,0.2,Flamenco
Mood: composed,en,0.5,Funk
Mood: bien,es,0.5,Merengue
Main dukh hoon phir bhi mujhe zindadil gaane sunne hain,hi,0.886,Bhangra
I am feeling weary still I want unstoppable music,en,0.771,Funk
bahut bechain,hi,0.051,Bollywood Sad
really euphoric,en,0.901,Techno
Me siento harto sin embargo quiero música entusiasmado,es,0.86,Salsa
Mood: kamal,hi,0.8,Bollywood Dance
Mood: entusiasmado,es,0.8,Reggaeton
Me siento dolido aún así quiero música radiante,es,0.76,Latin Pop
Mood: euphoric,en,0.8,Techno
Main dukh hoon par mujhe utsahit gaane sunne hain,hi,0.8,Indie-Pop
really blessed,en,0.906,Techno
I am feeling empty however I want gleeful music,en,0.87,EDM
muy radiante,es,0.921,Salsa
muy harto,es,0.038,Flamenco
bahut dukh,hi,0.03,Old Classics
I am feeling gloomy yet I want hyped music,en,0.825,Techno
really weary,en,0.088,Grunge
Me siento triste pero quiero música radiante,es,0.798,Merengue
Main udaas hoon par mujhe anand gaane sunne hain,hi,0.775,Sufi
I am feeling defeated but I want unstoppable music,en,0.907,EDM
I am feeling shattered yet I want gleeful music,en,0.848,Techno
Me siento enojado pero quiero música animado,es,0.791,Merengue
Me siento solo sin embargo quiero música emocionado,es,0.867,Salsa
Mood: tranquilo,es,0.5,Merengue
Mood: thaka,hi,0.2,Bollywood Sad
bahut thaka,hi,0.056,Old Classics
